transcript_id,sprot_Top_BLASTX_hit,RNAMMER,prot_id,prot_coords,sprot_Top_BLASTP_hit,Pfam,SignalP,TmHMM,eggnog,Kegg,gene_ontology_blast,gene_ontology_pfam
NODE_8164_length_2298_cov_1.0321_g5774_i0,"OACYL_MOUSE^OACYL_MOUSE^Q:1140-214,H:344-669^25.526%ID^E:1.54e-11^RecName: Full=O-acyltransferase like protein {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus`OACYL_MOUSE^OACYL_MOUSE^Q:1402-1139,H:253-345^29.592%ID^E:1.54e-11^RecName: Full=O-acyltransferase like protein {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",.,NODE_8164_length_2298_cov_1.0321_g5774_i0.p2,145-1119[-],"NRF6_CAEEL^NRF6_CAEEL^Q:12-312,H:470-797^25.519%ID^E:1.2e-23^RecName: Full=Nose resistant to fluoxetine protein 6;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis",.,.,ExpAA=160.40^PredHel=8^Topology=i21-40o84-106i108-130o135-157i169-191o206-223i235-257o277-299i,ENOG410YD1T^nose resistant to fluoxetine protein 6-like,KEGG:cel:CELE_C08B11.4,"GO:0016021^cellular_component^integral component of membrane`GO:0008289^molecular_function^lipid binding`GO:0016747^molecular_function^transferase activity, transferring acyl groups other than amino-acyl groups`GO:0006869^biological_process^lipid transport`GO:0007275^biological_process^multicellular organism development",.
NODE_820_length_5164_cov_0.819534_g570_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8215_length_2290_cov_16.4895_g5806_i0,"ACE_THETS^ACE_THETS^Q:33-1916,H:3-614^38.352%ID^E:7.66e-152^RecName: Full=Angiotensin-converting enzyme;^Eukaryota; Metazoa; Lophotrochozoa; Annelida; Clitellata; Hirudinea; Hirudinida; Glossiphoniiformes; Glossiphoniidae; Theromyzon",.,NODE_8215_length_2290_cov_16.4895_g5806_i0.p1,33-1946[+],"ACE_THETS^ACE_THETS^Q:1-628,H:3-614^38.352%ID^E:1.19e-153^RecName: Full=Angiotensin-converting enzyme;^Eukaryota; Metazoa; Lophotrochozoa; Annelida; Clitellata; Hirudinea; Hirudinida; Glossiphoniiformes; Glossiphoniidae; Theromyzon",PF01401.18^Peptidase_M2^Angiotensin-converting enzyme^33-623^E:6.3e-197,sigP:1^19^0.83^YES,.,.,.,GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0004180^molecular_function^carboxypeptidase activity`GO:0046872^molecular_function^metal ion binding`GO:0008237^molecular_function^metallopeptidase activity`GO:0008241^molecular_function^peptidyl-dipeptidase activity,GO:0008237^molecular_function^metallopeptidase activity`GO:0008241^molecular_function^peptidyl-dipeptidase activity`GO:0006508^biological_process^proteolysis`GO:0016020^cellular_component^membrane
NODE_8216_length_2289_cov_37.7601_g5807_i0,.,.,NODE_8216_length_2289_cov_37.7601_g5807_i0.p1,121-1752[+],.,PF00431.20^CUB^CUB domain^31-137^E:0.00017,sigP:1^15^0.728^YES,.,.,.,.,.
NODE_8239_length_2284_cov_3.9345_g5825_i0,.,.,NODE_8239_length_2284_cov_3.9345_g5825_i0.p1,1-2019[+],.,.,.,ExpAA=28.12^PredHel=1^Topology=i13-35o,.,.,.,.
NODE_82432_length_205_cov_3.3_g75212_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_82465_length_205_cov_2.56667_g75245_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8287_length_2277_cov_46.6476_g3101_i2,.,.,NODE_8287_length_2277_cov_46.6476_g3101_i2.p3,1430-1873[-],.,.,.,.,.,.,.,.
NODE_83192_length_203_cov_6.06757_g75972_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8322_length_2272_cov_80.0483_g457_i2,.,.,NODE_8322_length_2272_cov_80.0483_g457_i2.p1,78-557[+],.,PF01607.24^CBM_14^Chitin binding Peritrophin-A domain^22-72^E:4.2e-07,sigP:1^19^0.895^YES,.,.,.,.,GO:0008061^molecular_function^chitin binding`GO:0006030^biological_process^chitin metabolic process`GO:0005576^cellular_component^extracellular region
NODE_83361_length_202_cov_3.4898_g76141_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_83482_length_202_cov_2.07483_g76262_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8364_length_2264_cov_467.783_g5920_i0,"HSP7D_MANSE^HSP7D_MANSE^Q:83-1918,H:1-612^90.033%ID^E:0^RecName: Full=Heat shock 70 kDa protein cognate 4;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Bombycoidea; Sphingidae; Sphinginae; Sphingini; Manduca",.,NODE_8364_length_2264_cov_467.783_g5920_i0.p1,83-2047[+],"HSP7D_MANSE^HSP7D_MANSE^Q:1-612,H:1-612^90.033%ID^E:0^RecName: Full=Heat shock 70 kDa protein cognate 4;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Lepidoptera; Glossata; Ditrysia; Bombycoidea; Sphingidae; Sphinginae; Sphingini; Manduca",PF00012.20^HSP70^Hsp70 protein^6-612^E:5.1e-263`PF06723.13^MreB_Mbl^MreB/Mbl protein^135-375^E:6.4e-17,.,.,.,.,GO:0005634^cellular_component^nucleus`GO:0005524^molecular_function^ATP binding,GO:0000902^biological_process^cell morphogenesis
NODE_83850_length_199_cov_53.0486_g76630_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_84009_length_199_cov_2.09722_g76789_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_84039_length_198_cov_10_g76819_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8416_length_2257_cov_6.42053_g5957_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_84371_length_196_cov_3.9078_g77151_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_84691_length_194_cov_149.964_g77471_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_84847_length_193_cov_11.8043_g77627_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_85183_length_191_cov_136.596_g77963_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8529_length_2238_cov_82.9111_g5617_i1,"NEC1_HUMAN^NEC1_HUMAN^Q:139-1920,H:30-607^53.512%ID^E:0^RecName: Full=Neuroendocrine convertase 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo",.,NODE_8529_length_2238_cov_82.9111_g5617_i1.p1,55-1980[+],"NEC1_RAT^NEC1_RAT^Q:4-622,H:15-607^52.894%ID^E:0^RecName: Full=Neuroendocrine convertase 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus",PF16470.5^S8_pro-domain^Peptidase S8 pro-domain^33-109^E:4.3e-15`PF00082.22^Peptidase_S8^Subtilase family^170-431^E:8.4e-45`PF01483.20^P_proprotein^Proprotein convertase P-domain^520-605^E:9.3e-25,sigP:1^16^0.91^YES,.,"COG1404^peptidase (S8 and S53, subtilisin, kexin, sedolisin`COG4935^proprotein convertase subtilisin kexin type",KEGG:rno:25204`KO:K01359,GO:0043679^cellular_component^axon terminus`GO:0030425^cellular_component^dendrite`GO:0005615^cellular_component^extracellular space`GO:0016020^cellular_component^membrane`GO:0043005^cellular_component^neuron projection`GO:0043025^cellular_component^neuronal cell body`GO:0043204^cellular_component^perikaryon`GO:0048471^cellular_component^perinuclear region of cytoplasm`GO:0005791^cellular_component^rough endoplasmic reticulum`GO:0030141^cellular_component^secretory granule`GO:0034774^cellular_component^secretory granule lumen`GO:0005802^cellular_component^trans-Golgi network`GO:0030133^cellular_component^transport vesicle`GO:0051087^molecular_function^chaperone binding`GO:0004175^molecular_function^endopeptidase activity`GO:0043559^molecular_function^insulin binding`GO:0044877^molecular_function^protein-containing complex binding`GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0022008^biological_process^neurogenesis`GO:0031016^biological_process^pancreas development`GO:0016486^biological_process^peptide hormone processing`GO:0021983^biological_process^pituitary gland development`GO:0050714^biological_process^positive regulation of protein secretion`GO:0016540^biological_process^protein autoprocessing`GO:0016485^biological_process^protein processing`GO:0006508^biological_process^proteolysis`GO:0048678^biological_process^response to axon injury`GO:0051592^biological_process^response to calcium ion`GO:0010157^biological_process^response to chlorate`GO:0042493^biological_process^response to drug`GO:0070542^biological_process^response to fatty acid`GO:0051384^biological_process^response to glucocorticoid`GO:0009749^biological_process^response to glucose`GO:0010035^biological_process^response to inorganic substance`GO:0070555^biological_process^response to interleukin-1`GO:0032496^biological_process^response to lipopolysaccharide`GO:0043278^biological_process^response to morphine`GO:0031667^biological_process^response to nutrient levels`GO:0014070^biological_process^response to organic cyclic compound`GO:0043434^biological_process^response to peptide hormone,GO:0004252^molecular_function^serine-type endopeptidase activity`GO:0006508^biological_process^proteolysis
NODE_85556_length_190_cov_0.992593_g78336_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_85557_length_190_cov_0.496296_g78337_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_85581_length_189_cov_7.26119_g78361_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8566_length_2232_cov_7.65181_g6067_i0,.,.,NODE_8566_length_2232_cov_7.65181_g6067_i0.p1,29-2230[-],.,.,.,.,.,.,.,.
NODE_85792_length_188_cov_16.015_g78572_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_85861_length_188_cov_2.81203_g78641_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8594_length_2227_cov_0.152855_g6088_i0,"UDB14_RABIT^UDB14_RABIT^Q:1864-743,H:122-490^31.217%ID^E:1.72e-59^RecName: Full=UDP-glucuronosyltransferase 2B14;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus",.,NODE_8594_length_2227_cov_0.152855_g6088_i0.p1,614-2170[-],"UDB10_HUMAN^UDB10_HUMAN^Q:42-515,H:41-527^28.74%ID^E:2.46e-65^RecName: Full=UDP-glucuronosyltransferase 2B10;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo",PF00201.18^UDPGT^UDP-glucoronosyl and UDP-glucosyl transferase^93-509^E:4e-79`PF04101.16^Glyco_tran_28_C^Glycosyltransferase family 28 C-terminal domain^356-434^E:6e-07,sigP:1^20^0.811^YES,ExpAA=38.35^PredHel=2^Topology=i7-29o481-503i,COG1819^Transferase,KEGG:hsa:7365`KO:K00699,"GO:0005789^cellular_component^endoplasmic reticulum membrane`GO:0016021^cellular_component^integral component of membrane`GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0016758^molecular_function^transferase activity, transferring hexosyl groups`GO:0008194^molecular_function^UDP-glycosyltransferase activity`GO:0006629^biological_process^lipid metabolic process","GO:0016758^molecular_function^transferase activity, transferring hexosyl groups"
NODE_8595_length_2226_cov_12.8208_g2063_i2,.,.,NODE_8595_length_2226_cov_12.8208_g2063_i2.p1,33-383[-],.,.,.,ExpAA=35.60^PredHel=2^Topology=i21-43o69-91i,.,.,.,.
NODE_86049_length_187_cov_2.75_g78829_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_862_length_5107_cov_48.6277_g600_i0,"MYPH_ECHGR^MYPH_ECHGR^Q:5056-4586,H:21-179^53.459%ID^E:1.01e-47^RecName: Full=Myophilin;^Eukaryota; Metazoa; Platyhelminthes; Cestoda; Eucestoda; Cyclophyllidea; Taeniidae; Echinococcus; Echinococcus granulosus group",.,NODE_862_length_5107_cov_48.6277_g600_i0.p1,4535-5062[-],"MYPH_ECHGR^MYPH_ECHGR^Q:3-159,H:21-179^53.459%ID^E:5.26e-54^RecName: Full=Myophilin;^Eukaryota; Metazoa; Platyhelminthes; Cestoda; Eucestoda; Cyclophyllidea; Taeniidae; Echinococcus; Echinococcus granulosus group",PF00307.31^CH^Calponin homology (CH) domain^8-111^E:4.9e-21`PF00402.18^Calponin^Calponin family repeat^145-161^E:2.8e-07,.,.,.,.,.,GO:0005515^molecular_function^protein binding
NODE_8622_length_2221_cov_1.34995_g6105_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8628_length_2220_cov_7.00739_g6110_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_864_length_5106_cov_6.87864_g602_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8648_length_2217_cov_163.537_g263_i11,"YSM6_CAEEL^YSM6_CAEEL^Q:2010-1285,H:17-268^31.783%ID^E:1.02e-24^RecName: Full=Putative uncharacterized transposon-derived protein F52C9.6;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditina; Rhabditomorpha; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis",.,NODE_8648_length_2217_cov_163.537_g263_i11.p2,159-752[-],.,.,.,.,.,.,.,.
NODE_8691_length_2209_cov_9.85562_g6151_i0,.,.,NODE_8691_length_2209_cov_9.85562_g6151_i0.p1,1419-2135[-],.,PF01683.18^EB^EB module^30-67^E:1.5e-05`PF01683.18^EB^EB module^74-117^E:1.5e-06,sigP:1^23^0.832^YES,ExpAA=22.61^PredHel=1^Topology=o146-168i,.,.,.,.
NODE_87131_length_182_cov_6.30709_g79911_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8731_length_2202_cov_101.678_g6178_i0,"HSPB1_CHICK^HSPB1_CHICK^Q:478-170,H:76-181^40.566%ID^E:5.11e-15^RecName: Full=Heat shock protein beta-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus",.,NODE_8731_length_2202_cov_101.678_g6178_i0.p1,158-2134[-],"HSPB1_CHICK^HSPB1_CHICK^Q:571-655,H:94-181^45.455%ID^E:6.77e-15^RecName: Full=Heat shock protein beta-1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus",PF00011.21^HSP20^Hsp20/alpha crystallin family^566-653^E:1.8e-17,.,.,.,KEGG:gga:396227`KO:K04455,GO:0043292^cellular_component^contractile fiber`GO:0005737^cellular_component^cytoplasm`GO:0005622^cellular_component^intracellular`GO:0005739^cellular_component^mitochondrion`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0005819^cellular_component^spindle`GO:0030018^cellular_component^Z disc`GO:0042802^molecular_function^identical protein binding`GO:0044183^molecular_function^protein folding chaperone`GO:0042803^molecular_function^protein homodimerization activity`GO:0005080^molecular_function^protein kinase C binding`GO:0008426^molecular_function^protein kinase C inhibitor activity`GO:0051016^biological_process^barbed-end actin filament capping`GO:0061077^biological_process^chaperone-mediated protein folding`GO:0030837^biological_process^negative regulation of actin filament polymerization`GO:2001234^biological_process^negative regulation of apoptotic signaling pathway`GO:1902176^biological_process^negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway`GO:0006469^biological_process^negative regulation of protein kinase activity`GO:0071901^biological_process^negative regulation of protein serine/threonine kinase activity`GO:0032731^biological_process^positive regulation of interleukin-1 beta production`GO:0042535^biological_process^positive regulation of tumor necrosis factor biosynthetic process`GO:0043122^biological_process^regulation of I-kappaB kinase/NF-kappaB signaling`GO:0009408^biological_process^response to heat,.
NODE_8741_length_2200_cov_13.1627_g6186_i0,"TENA_DROME^TENA_DROME^Q:388-1323,H:571-848^24.49%ID^E:6.53e-07^RecName: Full=Teneurin-a;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",.,NODE_8741_length_2200_cov_13.1627_g6186_i0.p1,55-2088[+],"TENA_DROME^TENA_DROME^Q:112-423,H:571-848^24.49%ID^E:3.09e-07^RecName: Full=Teneurin-a;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",.,sigP:1^18^0.876^YES,.,ENOG410ZZMY^NA,KEGG:dme:Dmel_CG42338,GO:0030424^cellular_component^axon`GO:0030054^cellular_component^cell junction`GO:0048788^cellular_component^cytoskeleton of presynaptic active zone`GO:0031012^cellular_component^extracellular matrix`GO:0005576^cellular_component^extracellular region`GO:0016021^cellular_component^integral component of membrane`GO:0031594^cellular_component^neuromuscular junction`GO:0043025^cellular_component^neuronal cell body`GO:0048786^cellular_component^presynaptic active zone`GO:0042734^cellular_component^presynaptic membrane`GO:0003824^molecular_function^catalytic activity`GO:0046982^molecular_function^protein heterodimerization activity`GO:0042803^molecular_function^protein homodimerization activity`GO:0007155^biological_process^cell adhesion`GO:0048036^biological_process^central complex development`GO:0048790^biological_process^maintenance of presynaptic active zone structure`GO:0008045^biological_process^motor neuron axon guidance`GO:0007274^biological_process^neuromuscular synaptic transmission`GO:0034116^biological_process^positive regulation of heterotypic cell-cell adhesion`GO:0040017^biological_process^positive regulation of locomotion`GO:0001941^biological_process^postsynaptic membrane organization`GO:0097090^biological_process^presynaptic membrane organization`GO:0034110^biological_process^regulation of homotypic cell-cell adhesion`GO:2000331^biological_process^regulation of terminal button organization`GO:0050808^biological_process^synapse organization`GO:0051124^biological_process^synaptic growth at neuromuscular junction`GO:0016200^biological_process^synaptic target attraction`GO:0008039^biological_process^synaptic target recognition`GO:0048499^biological_process^synaptic vesicle membrane organization,.
NODE_8748_length_2199_cov_5.60728_g6189_i0,"TYDP1_HUMAN^TYDP1_HUMAN^Q:694-2034,H:158-608^43.297%ID^E:2.34e-116^RecName: Full=Tyrosyl-DNA phosphodiesterase 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo",.,NODE_8748_length_2199_cov_5.60728_g6189_i0.p1,139-2040[+],"TYDP1_MOUSE^TYDP1_MOUSE^Q:168-632,H:138-609^43.006%ID^E:3.02e-118^RecName: Full=Tyrosyl-DNA phosphodiesterase 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",PF06087.12^Tyr-DNA_phospho^Tyrosyl-DNA phosphodiesterase^194-607^E:6.3e-123,.,.,ENOG410XQPZ^tyrosylDNA phosphodiesterase,.,GO:0043231^cellular_component^intracellular membrane-bounded organelle`GO:0005634^cellular_component^nucleus`GO:0005886^cellular_component^plasma membrane`GO:0017005^molecular_function^3'-tyrosyl-DNA phosphodiesterase activity`GO:0003690^molecular_function^double-stranded DNA binding`GO:0004527^molecular_function^exonuclease activity`GO:0003697^molecular_function^single-stranded DNA binding`GO:0006281^biological_process^DNA repair`GO:0006302^biological_process^double-strand break repair`GO:0000012^biological_process^single strand break repair,GO:0008081^molecular_function^phosphoric diester hydrolase activity`GO:0006281^biological_process^DNA repair`GO:0005634^cellular_component^nucleus
NODE_87593_length_180_cov_1136.45_g80373_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_87786_length_180_cov_2.152_g80566_i0,"CAB32_DROME^CAB32_DROME^Q:1-180,H:144-203^85%ID^E:4.33e-28^RecName: Full=Calbindin-32;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora",.,.,.,.,.,.,.,COG5126^Calcium-binding protein,KEGG:dme:Dmel_CG6702,GO:0005829^cellular_component^cytosol`GO:0030425^cellular_component^dendrite`GO:0043005^cellular_component^neuron projection`GO:0005634^cellular_component^nucleus`GO:0045202^cellular_component^synapse`GO:0061175^cellular_component^type II terminal bouton`GO:0097467^cellular_component^type III terminal bouton`GO:0005509^molecular_function^calcium ion binding`GO:1903035^biological_process^negative regulation of response to wounding`GO:1900271^biological_process^regulation of long-term synaptic potentiation`GO:0099509^biological_process^regulation of presynaptic cytosolic calcium ion concentration,.
NODE_8812_length_2188_cov_31.9306_g6233_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_88741_length_175_cov_1403.88_g81521_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_88824_length_175_cov_2.99167_g81604_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_890_length_5057_cov_1.97181_g623_i0,.,.,NODE_890_length_5057_cov_1.97181_g623_i0.p1,92-1348[+],.,PF02958.20^EcKinase^Ecdysteroid kinase^41-329^E:2.4e-63`PF01636.23^APH^Phosphotransferase enzyme family^85-313^E:3.7e-07`PF07914.11^DUF1679^Protein of unknown function (DUF1679)^113-385^E:8.3e-22,.,.,.,.,.,.
NODE_8914_length_2171_cov_17.9509_g6307_i0,.,.,.,.,.,.,.,.,.,.,.,.
NODE_8915_length_2171_cov_12.8549_g5239_i3,"CBPA5_MOUSE^CBPA5_MOUSE^Q:36-1328,H:21-429^33.937%ID^E:3.88e-77^RecName: Full=Carboxypeptidase A5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",.,NODE_8915_length_2171_cov_12.8549_g5239_i3.p1,3-1352[+],"CBPA5_MOUSE^CBPA5_MOUSE^Q:12-442,H:21-429^33.937%ID^E:2.89e-80^RecName: Full=Carboxypeptidase A5;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus",PF02244.16^Propep_M14^Carboxypeptidase activation peptide^34-117^E:3e-15`PF00246.24^Peptidase_M14^Zinc carboxypeptidase^145-435^E:2.4e-76,sigP:1^22^0.722^YES,.,COG2866^metallocarboxypeptidase activity,KEGG:mmu:74649`KO:K08781,GO:0005615^cellular_component^extracellular space`GO:0004181^molecular_function^metallocarboxypeptidase activity`GO:0008233^molecular_function^peptidase activity`GO:0008270^molecular_function^zinc ion binding`GO:0006508^biological_process^proteolysis,GO:0004180^molecular_function^carboxypeptidase activity`GO:0006508^biological_process^proteolysis`GO:0004181^molecular_function^metallocarboxypeptidase activity`GO:0008270^molecular_function^zinc ion binding
